chr	start	end	strand	repName	ID	mappability
chr1	29711246	29712177	-	RLTR13B3	TSCTE55	0.7854077
chr1	29978325	29979144	+	RLTR13B2	TSCTE56	0.74390244
chr1	31254818	31255649	+	RLTR13B2	TSCTE57	0.6394231
chr1	31600730	31601687	-	RLTR13D5	TSCTE58	0.88517743
chr1	31634885	31634939	-	RLTR13D5	TSCTE59	1
chr1	32897330	32898177	-	RLTR13B4	TSCTE60	0.6108491
chr1	32999897	33000000	+	RLTR13D5	TSCTE61	1
chr1	33037052	33037922	-	RLTR13B3	TSCTE62	0.33409873
chr1	33380643	33381500	-	RLTR13B4	TSCTE63	0.6969697
chr1	33583126	33583973	-	RLTR13B4	TSCTE64	0.7287736
chr1	34620661	34621642	-	RLTR13B3	TSCTE65	0.45010182
chr1	35871238	35872127	+	RLTR13B1	TSCTE66	0.6292135
chr1	36720782	36721628	-	RLTR13B1	TSCTE67	0.7992916
chr1	37206394	37207270	-	RLTR13B1	TSCTE68	0.6579248
chr1	39520541	39521426	-	RLTR13B1	TSCTE69	0.5259594
chr1	42003767	42004708	-	RLTR13B3	TSCTE70	0.78768575
chr1	43286752	43287392	+	RLTR13B2	TSCTE71	0.5943838
chr1	44433011	44433916	+	RLTR13B3	TSCTE72	0.5916115
chr1	45245551	45245796	+	RLTR13D5	TSCTE73	1
chr1	45562880	45563179	+	RLTR13B1	TSCTE74	0.23
chr1	45572742	45573583	+	RLTR13B4	TSCTE75	0.7624703
chr1	45594189	45595024	-	RLTR13B2	TSCTE76	0.8564593
chr1	46408934	46409959	+	RLTR13D5	TSCTE77	0.9220273
chr1	46676250	46677069	+	RLTR13B1	TSCTE78	0.8780488
chr1	46944866	46945775	+	RLTR13B1	TSCTE79	0.8791209
chr1	47738641	47739574	+	RLTR13B3	TSCTE80	0.31477517
chr1	47784847	47785744	+	RLTR13B3	TSCTE81	0.6770601
chr1	48780761	48780852	+	RLTR13B1	TSCTE82	0.67391306
chr1	48915035	48915967	-	RLTR13B3	TSCTE83	0.3033226
chr1	49516682	49517092	+	RLTR13B2	TSCTE84	0.7810219
chr1	49517164	49517583	+	RLTR13B2	TSCTE85	0.6904762
chr1	49866804	49867807	+	RLTR13D5	TSCTE86	0.9402391
chr1	50188797	50189703	+	RLTR13B3	TSCTE87	0.74641675
chr1	51400162	51400327	-	RLTR13D5	TSCTE88	1
chr1	51400474	51401330	-	RLTR13D5	TSCTE89	0.9066511
chr1	51420779	51421614	+	RLTR13B1	TSCTE90	0.5933014
chr1	51422651	51422770	+	RLTR13B1	TSCTE91	1
chr1	52803296	52804310	+	RLTR13D5	TSCTE92	0.91133004
chr1	52809751	52810778	+	RLTR13D5	TSCTE93	0.83463037
chr1	52937690	52938522	-	RLTR13B2	TSCTE94	0.49579832
chr1	54385845	54386443	-	RLTR13B1	TSCTE95	0.7829716
chr1	54600923	54601789	+	RLTR13B4	TSCTE96	0.46943483
chr1	57476375	57477209	+	RLTR13B2	TSCTE97	0.50898206
chr1	57521326	57522150	+	RLTR13B2	TSCTE98	0.16363636
chr1	58630803	58630906	+	RLTR13D5	TSCTE99	1
chr1	58635180	58636175	+	RLTR13D5	TSCTE100	1
chr1	58708310	58709343	+	RLTR13D5	TSCTE101	0.98065764
chr1	58873826	58873986	+	RLTR13D5	TSCTE102	1
chr1	59721997	59722126	+	RLTR13D5	TSCTE103	1
chr1	59829983	59830011	-	RLTR13B1	TSCTE104	1
chr1	64249478	64250364	+	RLTR13B1	TSCTE105	0.43630216
chr1	65133527	65134355	-	RLTR13B2	TSCTE106	0.66224366
chr1	66461466	66462448	+	RLTR13D5	TSCTE107	0.7456765
chr1	67709438	67710364	-	RLTR13B1	TSCTE108	0.78425026
chr1	68189073	68189948	-	RLTR13B1	TSCTE109	0.8059361
chr1	69875283	69876105	-	RLTR13B2	TSCTE110	0.38031593
chr1	70611173	70612025	-	RLTR13B3	TSCTE111	0.6951934
chr1	71209371	71210257	+	RLTR13B1	TSCTE112	0.7745209
chr1	71471243	71472094	+	RLTR13B1	TSCTE113	0.84741783
chr1	72618885	72619062	+	RLTR13B3	TSCTE114	0.38202247
chr1	72619062	72619504	+	RLTR13B3	TSCTE115	0.5259594
chr1	73586170	73586995	+	RLTR13B2	TSCTE116	0.5883777
chr1	75665151	75665987	-	RLTR13B2	TSCTE117	0.31899643
chr1	78735810	78736839	-	RLTR13D5	TSCTE118	0.9223301
chr1	80185679	80186500	+	RLTR13B2	TSCTE119	0.25790754
chr1	86331670	86332584	-	RLTR13B3	TSCTE120	0.715847
chr1	92560245	92561249	+	RLTR13D5	TSCTE121	0.880597
chr1	92592256	92593137	-	RLTR13B3	TSCTE122	0.77324265
chr1	94330736	94331640	+	RLTR13B3	TSCTE123	0.6353591
chr1	94634957	94635862	-	RLTR13B3	TSCTE124	0.37086093
chr1	95727170	95728023	-	RLTR13B4	TSCTE125	0.73067915
chr1	95932759	95933714	-	RLTR13D5	TSCTE126	0.9476988
chr1	96625243	96626042	-	RLTR13B2	TSCTE127	0.725
chr1	98339457	98340215	+	RLTR13B4	TSCTE128	0.60474306
chr1	98613239	98613307	+	RLTR13B4	TSCTE129	1
chr1	98877376	98878261	-	RLTR13B1	TSCTE130	0.60496616
chr1	98942098	98942987	+	RLTR13B1	TSCTE131	0.83146065
chr1	99563624	99564490	+	RLTR13B4	TSCTE132	0.60784316
chr1	100000466	100001474	-	RLTR13D5	TSCTE133	0.84142715
chr1	100874115	100874935	+	RLTR13B2	TSCTE134	0.317905
chr1	101408073	101408538	-	RLTR13B1	TSCTE135	0.9785408
chr1	101916717	101917605	-	RLTR13B1	TSCTE136	0.7862767
chr1	102219382	102220420	-	RLTR13D5	TSCTE137	0.98075074
chr1	102708265	102709152	+	RLTR13B1	TSCTE138	0.8648649
chr1	102871185	102872204	+	RLTR13D5	TSCTE139	0.85294116
chr1	103173739	103174428	+	RLTR13D5	TSCTE140	0.98550725
chr1	104255585	104256584	-	RLTR13D5	TSCTE141	0.98
chr1	104489395	104490382	+	RLTR13D5	TSCTE142	0.94939274
chr1	104779492	104780381	-	RLTR13B1	TSCTE143	0.64044946
chr1	105539721	105540560	+	RLTR13B4	TSCTE144	0.9404762
chr1	107107242	107107974	+	RLTR13B1	TSCTE145	0.74079126
chr1	107216978	107217846	+	RLTR13B1	TSCTE146	0.7813579
chr1	109750039	109750480	-	RLTR13B1	TSCTE147	0.9321267
chr1	109750472	109750779	-	RLTR13B1	TSCTE148	0.74025977
chr1	109753327	109753527	-	RLTR13B1	TSCTE149	1
chr1	110456857	110457858	-	RLTR13D5	TSCTE150	0.750499
chr1	113115176	113116163	-	RLTR13D5	TSCTE151	1
chr1	113836920	113837906	-	RLTR13D5	TSCTE152	0.8885512
chr1	115041638	115042670	+	RLTR13D5	TSCTE153	0.9225557
chr1	115206269	115207213	-	RLTR13D5	TSCTE154	0.96825397
chr1	116875271	116876217	+	RLTR13D5	TSCTE155	0.9260824
chr1	117902234	117902768	+	RLTR13D5	TSCTE156	0.9813084
chr1	118157861	118158712	+	RLTR13D5	TSCTE157	0.9882629
chr1	121457652	121458470	-	RLTR13B2	TSCTE158	0.24297924
chr1	123315091	123315974	-	RLTR13B3	TSCTE159	0.47511312
chr1	123316288	123316336	-	RLTR13B3	TSCTE160	1
chr1	123759965	123760835	+	RLTR13B1	TSCTE161	0.70149255
chr1	124908486	124909110	+	RLTR13D5	TSCTE162	0.968
chr1	124910662	124910912	+	RLTR13D5	TSCTE163	1
chr1	124911059	124911234	+	RLTR13D5	TSCTE164	1
chr1	124912166	124913014	-	RLTR13B4	TSCTE165	0.79976445
chr1	126356586	126357533	+	RLTR13B3	TSCTE166	0.7679325
chr1	127170582	127171466	-	RLTR13B1	TSCTE167	0.66101694
chr1	130186490	130187316	+	RLTR13B1	TSCTE168	0.7944377
chr1	130429666	130430278	-	RLTR13D5	TSCTE169	0.96737355
chr1	130430669	130431083	-	RLTR13D5	TSCTE170	0.8795181
chr1	130436134	130437130	-	RLTR13D5	TSCTE171	0.9799398
chr1	130519915	130520844	-	RLTR13B3	TSCTE172	0.50537634
chr1	132246817	132247253	+	RLTR13D5	TSCTE173	0.72540045
chr1	132247444	132247538	+	RLTR13D5	TSCTE174	0.8947368
chr1	132247720	132247903	+	RLTR13D5	TSCTE175	1
chr1	132248283	132248301	+	RLTR13D5	TSCTE176	1
chr1	137579293	137580085	+	RLTR13B2	TSCTE177	0.2559899
chr1	138859019	138859895	-	RLTR13B1	TSCTE178	0.7377423
chr1	144141184	144142123	-	RLTR13B1	TSCTE179	0.69148934
chr1	144382336	144382965	+	RLTR13B1	TSCTE180	0.71428573
chr1	144383271	144383559	+	RLTR13B1	TSCTE181	0.5847751
chr1	144930243	144930875	-	RLTR13D5	TSCTE182	1
chr1	145769589	145770571	+	RLTR13D5	TSCTE183	0.9491353
chr1	145806855	145807685	+	RLTR13B2	TSCTE184	0.7833935
chr1	145977404	145978291	-	RLTR13B1	TSCTE185	0.6621622
chr1	146001153	146002033	+	RLTR13B1	TSCTE186	0.7729852
chr1	146330517	146331393	-	RLTR13B1	TSCTE187	0.7377423
chr1	146661095	146661984	-	RLTR13B1	TSCTE188	0.64044946
chr1	146666500	146667528	-	RLTR13D5	TSCTE189	1
chr1	147164740	147165113	-	RLTR13B1	TSCTE190	1
chr1	147171197	147172153	-	RLTR13B1	TSCTE191	0.7283177
chr1	147199720	147200636	-	RLTR13B1	TSCTE192	0.59651035
chr1	149823303	149824280	-	RLTR13B3	TSCTE193	0.8364008
chr1	150301357	150302357	-	RLTR13D5	TSCTE194	0.9300699
chr1	150533262	150534272	+	RLTR13D5	TSCTE195	0.83184963
chr1	151153643	151153817	-	RLTR13B4	TSCTE196	1
chr1	151153806	151154328	-	RLTR13B4	TSCTE197	0.5984704
chr1	152201424	152202432	-	RLTR13D5	TSCTE198	0.81169474
chr1	152321169	152322170	+	RLTR13D5	TSCTE199	0.89021957
chr1	153612041	153612306	-	RLTR13B1	TSCTE200	0.96240604
chr1	154235074	154235251	+	RLTR13B4	TSCTE201	0.94382024
chr1	154235744	154236641	+	RLTR13B3	TSCTE202	0.43207127
chr1	154986768	154987697	+	RLTR13B3	TSCTE203	0.4516129
chr1	170238468	170239351	-	RLTR13B1	TSCTE204	0.68325794
chr1	171889409	171889796	-	RLTR13B1	TSCTE205	0.7938144
chr1	174270876	174271069	+	RLTR13D5	TSCTE206	1
chr1	174273495	174274278	+	RLTR13D5	TSCTE207	0.8214286
chr1	181038158	181039148	-	RLTR13D5	TSCTE208	0.7679112
chr1	182200893	182201712	+	RLTR13B2	TSCTE209	0.09512195
chr1	182208392	182209209	+	RLTR13B2	TSCTE210	0.04767726
chr1	182209209	182209312	+	RLTR13B2	TSCTE211	0.61538464
chr1	187076283	187076354	+	RLTR13B2	TSCTE212	1
chr2	3912328	3913240	+	RLTR13B3	TSCTE213	0.6495071
chr2	5263952	5264808	-	RLTR13B4	TSCTE214	0.66161025
chr2	5266110	5267143	+	RLTR13B4	TSCTE215	0.6615087
chr2	11406712	11407710	-	RLTR13D5	TSCTE216	0.7297297
chr2	12880038	12880917	+	RLTR13B1	TSCTE217	0.65909094
chr2	16855087	16856029	-	RLTR13B3	TSCTE218	0.7348887
chr2	16910426	16910523	+	RLTR13D5	TSCTE219	1
chr2	17159640	17160549	+	RLTR13B3	TSCTE220	0.43956044
chr2	18494058	18494277	+	RLTR13B4	TSCTE221	0.95454544
chr2	18494729	18495370	+	RLTR13B4	TSCTE222	0.47040498
chr2	21876204	21877220	-	RLTR13D5	TSCTE223	0.95083576
chr2	21985198	21985793	-	RLTR13D5	TSCTE224	0.96644294
chr2	21986313	21986722	-	RLTR13D5	TSCTE225	0.9512195
chr2	25323130	25324026	-	RLTR13B1	TSCTE226	0.57636565
chr2	26666185	26667038	-	RLTR13B4	TSCTE227	0.4496487
chr2	26890669	26890894	-	RLTR13D5	TSCTE228	0.82300884
chr2	26894284	26895263	+	RLTR13D5	TSCTE229	0.6632653
chr2	27545303	27546192	+	RLTR13B1	TSCTE230	0.5730337
chr2	34494065	34494973	-	RLTR13B3	TSCTE231	0.5159516
chr2	35962234	35963035	+	RLTR13B4	TSCTE232	0.52618456
chr2	37044050	37044912	-	RLTR13B1	TSCTE233	0.8493627
chr2	39468270	39468877	+	RLTR13B3	TSCTE234	0.35855263
chr2	39468869	39469310	+	RLTR13B1	TSCTE235	0.47511312
chr2	40072756	40073772	+	RLTR13D5	TSCTE236	0.91150445
chr2	46897424	46898319	+	RLTR13B3	TSCTE237	0.6875
chr2	50325379	50326191	+	RLTR13B4	TSCTE238	0.8769988
chr2	50996228	50996527	+	RLTR13B1	TSCTE239	0.41
chr2	54849325	54850148	+	RLTR13B2	TSCTE240	0.61165047
chr2	55126660	55127525	-	RLTR13D5	TSCTE241	0.9769053
chr2	55222454	55223257	+	RLTR13B2	TSCTE242	0.8631841
chr2	57536830	57537653	+	RLTR13B2	TSCTE243	0.70873785
chr2	59132044	59132911	+	RLTR13B4	TSCTE244	0.64285713
chr2	59375948	59376176	-	RLTR13B1	TSCTE245	0.95633185
chr2	62248594	62249525	-	RLTR13B3	TSCTE246	0.5064378
chr2	62638043	62638186	+	RLTR13B1	TSCTE247	0.8611111
chr2	62638178	62638618	+	RLTR13B1	TSCTE248	0.8866213
chr2	63223186	63224119	-	RLTR13B3	TSCTE249	0.3254818
chr2	64674342	64675317	+	RLTR13B3	TSCTE250	0.6106557
chr2	65497944	65498044	-	RLTR13B1	TSCTE251	1
chr2	66854105	66855117	+	RLTR13D5	TSCTE252	0.792695
chr2	67246927	67247814	-	RLTR13B1	TSCTE253	0.5495495
chr2	67281891	67282333	-	RLTR13B1	TSCTE254	0.90970653
chr2	67282325	67282933	-	RLTR13B3	TSCTE255	0.9178982
chr2	69300546	69301436	-	RLTR13B1	TSCTE256	0.674523
chr2	71939384	71940272	+	RLTR13B1	TSCTE257	0.696288
chr2	72610393	72611291	+	RLTR13B3	TSCTE258	0.6996663
chr2	75457304	75457343	-	RLTR13B1	TSCTE259	1
chr2	79576815	79576880	+	RLTR13D5	TSCTE260	1
chr2	80391778	80392666	+	RLTR13B1	TSCTE261	0.6287964
chr2	80442943	80443095	+	RLTR13B3	TSCTE262	0.86928105
chr2	81469423	81470265	+	RLTR13B4	TSCTE263	0.75088966
chr2	81480879	81481722	-	RLTR13B4	TSCTE264	0.8578199
chr2	81919248	81919964	-	RLTR13B4	TSCTE265	0.72106
chr2	82685995	82686744	-	RLTR13B1	TSCTE266	0.5733333
chr2	85455278	85456122	+	RLTR13B1	TSCTE267	0.65680474
chr2	86061423	86062299	-	RLTR13B1	TSCTE268	0.71493727
chr2	86182169	86183163	+	RLTR13D5	TSCTE269	0.86934674
chr2	88568179	88569177	+	RLTR13D5	TSCTE270	0.8998999
chr2	88949342	88950164	+	RLTR13B1	TSCTE271	0.6962333
chr2	89725452	89726302	+	RLTR13B4	TSCTE272	0.78848416
chr2	90932672	90932874	-	RLTR13D5	TSCTE273	1
chr2	90933041	90933923	-	RLTR13D5	TSCTE274	0.7168743
chr2	95670247	95670663	-	RLTR13B3	TSCTE275	0.92805755
chr2	96257163	96257504	+	RLTR13D5	TSCTE276	0.94152045
chr2	96257646	96257679	+	RLTR13D5	TSCTE277	1
chr2	96257708	96258406	+	RLTR13D5	TSCTE278	0.95708156
chr2	97779846	97780824	-	RLTR13B1	TSCTE279	0.7752809
chr2	99987800	99987928	-	RLTR13D5	TSCTE280	1
chr2	102546886	102547280	+	RLTR13B2	TSCTE281	0.5949367
chr2	104139918	104140851	-	RLTR13B3	TSCTE282	0.08993576
chr2	106905085	106905898	+	RLTR13B4	TSCTE283	0.45945945
chr2	107564087	107565100	+	RLTR13D5	TSCTE284	0.9506903
chr2	111239627	111240012	-	RLTR13D5	TSCTE285	0.97409326
chr2	111939536	111940464	+	RLTR13B3	TSCTE286	0.6770721
chr2	112766516	112767319	+	RLTR13B4	TSCTE287	0.539801
chr2	122253786	122254717	-	RLTR13B3	TSCTE288	0.20600858
chr2	122660064	122660628	+	RLTR13B1	TSCTE289	0.7699115
chr2	122660775	122661087	+	RLTR13B1	TSCTE290	0.96805114
chr2	123234364	123235388	-	RLTR13D5	TSCTE291	0.97073174
chr2	124294876	124295847	-	RLTR13B1	TSCTE292	0.61934155
chr2	126510318	126511159	+	RLTR13B1	TSCTE293	0.6437055
chr2	129110701	129111402	-	RLTR13B4	TSCTE294	0.6581197
chr2	129456296	129457105	+	RLTR13B4	TSCTE295	0.56790125
chr2	132825714	132826563	-	RLTR13B4	TSCTE296	0.65882355
chr2	133031149	133032070	+	RLTR13D5	TSCTE297	0.77223426
chr2	133058341	133059135	+	RLTR13B2	TSCTE298	0.7358491
chr2	134113998	134115028	+	RLTR13D5	TSCTE299	0.88360816
chr2	135351321	135352224	+	RLTR13B3	TSCTE300	0.46902654
chr2	144490785	144490898	-	RLTR13B1	TSCTE301	1
chr2	146082162	146083154	-	RLTR13D5	TSCTE302	0.73816717
chr2	146918561	146919380	-	RLTR13B2	TSCTE303	0.2195122
chr2	148921317	148921513	-	RLTR13B2	TSCTE304	0.39086294
chr2	149386892	149387803	+	RLTR13B1	TSCTE305	0.9013158
chr2	150399833	150400237	+	RLTR13D5	TSCTE306	0.97530866
chr2	150400385	150400981	+	RLTR13D5	TSCTE307	0.88274705
chr2	150947550	150948521	+	RLTR13B1	TSCTE308	0.75308645
chr2	154894394	154895217	+	RLTR13B2	TSCTE309	0.38106796
chr2	154899034	154899852	-	RLTR13B2	TSCTE310	0.64590967
chr2	163305669	163306455	-	RLTR13B4	TSCTE311	0.44091487
chr2	164231820	164232164	+	RLTR13D5	TSCTE312	1
chr2	164232158	164232594	+	RLTR13D5	TSCTE313	1
chr2	167588910	167589010	-	RLTR13B2	TSCTE314	1
chr2	172001300	172002131	+	RLTR13B2	TSCTE315	0.59134614
chr2	175000638	175001567	-	RLTR13B3	TSCTE316	0
chr2	177281003	177281932	+	RLTR13B3	TSCTE317	0
chr2	177586882	177587811	+	RLTR13B3	TSCTE318	0
chr3	3683197	3684129	-	RLTR13B3	TSCTE319	0.34619507
chr3	4017772	4017913	-	RLTR13D5	TSCTE320	1
chr3	4018785	4019163	-	RLTR13D5	TSCTE321	1
chr3	4157237	4157536	-	RLTR13B1	TSCTE322	0.013333334
chr3	4629333	4630361	+	RLTR13D5	TSCTE323	1
chr3	5047065	5047261	+	RLTR13D5	TSCTE324	1
chr3	5705139	5706077	+	RLTR13B3	TSCTE325	0.21192758
chr3	5808985	5809985	-	RLTR13D5	TSCTE326	0.6303696
chr3	6076831	6077662	-	RLTR13B2	TSCTE327	0.66346157
chr3	6829915	6830800	+	RLTR13B1	TSCTE328	0.7968397
chr3	8087477	8087913	+	RLTR13B4	TSCTE329	0.74828374
chr3	8308355	8309239	-	RLTR13B1	TSCTE330	0.8079096
chr3	9678144	9679171	-	RLTR13D5	TSCTE331	0.8638132
chr3	10363708	10364694	-	RLTR13D5	TSCTE332	0.9493414
chr3	10485752	10486641	+	RLTR13B1	TSCTE333	0.7078652
chr3	10584909	10585790	-	RLTR13B1	TSCTE334	0.7619048
chr3	10781895	10782738	-	RLTR13B1	TSCTE335	0.66824645
chr3	12225506	12226419	-	RLTR13B2	TSCTE336	0.14660831
chr3	12369180	12370112	+	RLTR13B3	TSCTE337	0.24973205
chr3	12378752	12379684	+	RLTR13B3	TSCTE338	0.16398714
chr3	13806225	13807241	-	RLTR13D5	TSCTE339	0.8721731
chr3	15159142	15160072	+	RLTR13B3	TSCTE340	0.60257787
chr3	16020858	16021790	-	RLTR13D5	TSCTE341	0.9785638
chr3	16525244	16526148	-	RLTR13B1	TSCTE342	0.7900553
chr3	16539667	16540482	+	RLTR13B1	TSCTE343	0.52205884
chr3	16781685	16782132	+	RLTR13D5	TSCTE344	0.91071427
chr3	16782399	16782963	+	RLTR13D5	TSCTE345	1
chr3	17058147	17059125	-	RLTR13B1	TSCTE346	0.7650664
chr3	18582215	18583051	-	RLTR13D5	TSCTE347	0.94026285
chr3	19500616	19501488	-	RLTR13B1	TSCTE348	0.7709049
chr3	19819403	19819703	+	RLTR13B1	TSCTE349	0.33222592
chr3	20037854	20038871	+	RLTR13D5	TSCTE350	0.8231827
chr3	20051292	20052117	-	RLTR13B4	TSCTE351	0.46731234
chr3	20054549	20055546	+	RLTR13D5	TSCTE352	0.9298597
chr3	20614405	20615245	+	RLTR13B4	TSCTE353	0.8692033
chr3	20643006	20643887	+	RLTR13B1	TSCTE354	0.48979592
chr3	21231877	21232699	-	RLTR13B2	TSCTE355	0.40461725
chr3	22463217	22464095	-	RLTR13B1	TSCTE356	0.8976109
chr3	22945291	22946231	-	RLTR13D5	TSCTE357	1
chr3	23597731	23598564	+	RLTR13B2	TSCTE358	0.58033574
chr3	24238068	24238368	+	RLTR13B1	TSCTE359	0.2757475
chr3	25160669	25160976	+	RLTR13B1	TSCTE360	0.36363637
chr3	25411090	25411914	+	RLTR13B2	TSCTE361	0.5151515
chr3	26744637	26745146	-	RLTR13D5	TSCTE362	1
chr3	26745265	26745722	-	RLTR13D5	TSCTE363	0.8253275
chr3	29936511	29937429	-	RLTR13B1	TSCTE364	0.5321001
chr3	33821783	33822165	+	RLTR13D5	TSCTE365	0.92167103
chr3	33822639	33823247	+	RLTR13D5	TSCTE366	0.77011496
chr3	35504425	35505357	+	RLTR13B3	TSCTE367	0.24973205
chr3	36098427	36099251	+	RLTR13B2	TSCTE368	0.18787879
chr3	36433384	36434232	+	RLTR13B4	TSCTE369	0.7762073
chr3	38109685	38110431	-	RLTR13B2	TSCTE370	0.59839356
chr3	39568594	39569148	+	RLTR13D5	TSCTE371	1
chr3	39569633	39570085	+	RLTR13D5	TSCTE372	1
chr3	42262250	42263133	+	RLTR13B1	TSCTE373	0.77375567
chr3	42995092	42995958	-	RLTR13B1	TSCTE374	0.89619374
chr3	43635113	43636008	-	RLTR13B1	TSCTE375	0.8214286
chr3	45213902	45214269	-	RLTR13D5	TSCTE376	0.8913044
chr3	45217501	45217987	-	RLTR13B1	TSCTE377	0.97946614
chr3	45559187	45560096	-	RLTR13B3	TSCTE378	0.84615386
chr3	46247728	46248568	-	RLTR13B2	TSCTE379	0.69084424
chr3	46373644	46374580	-	RLTR13B3	TSCTE380	0.47705442
chr3	46687576	46688556	+	RLTR13B3	TSCTE381	0.57186544
chr3	49981477	49982486	-	RLTR13D5	TSCTE382	0.85148513
chr3	53742617	53743486	+	RLTR13B3	TSCTE383	0.55172414
chr3	57240898	57241922	-	RLTR13D5	TSCTE384	0.8926829
chr3	57795284	57795382	-	RLTR13B1	TSCTE385	1
chr3	57883958	57883999	-	RLTR13D5	TSCTE386	1
chr3	57884513	57885527	-	RLTR13D5	TSCTE387	0.81280786
chr3	59983093	59983834	+	RLTR13B1	TSCTE388	0.7574124
chr3	59984302	59984447	+	RLTR13B1	TSCTE389	0.9315069
chr3	60709656	60710664	+	RLTR13D5	TSCTE390	0.9405352
chr3	60814027	60814909	-	RLTR13B1	TSCTE391	0.73952436
chr3	62681679	62682694	-	RLTR13D5	TSCTE392	1
chr3	62896493	62897391	+	RLTR13B3	TSCTE393	0.7219132
chr3	64812088	64812388	+	RLTR13B1	TSCTE394	0.7009967
chr3	64881567	64882453	-	RLTR13B1	TSCTE395	0.7181511
chr3	66886150	66886794	-	RLTR13B2	TSCTE396	0.45736435
chr3	66886941	66887140	-	RLTR13B2	TSCTE397	0.7
chr3	67104321	67105186	-	RLTR13B1	TSCTE398	0.72286373
chr3	69617973	69618246	-	RLTR13B4	TSCTE399	0.890511
chr3	69622807	69623017	-	RLTR13B4	TSCTE400	0.52606636
chr3	69623937	69624384	-	RLTR13B1	TSCTE401	0.84375
chr3	72205164	72205979	+	RLTR13B2	TSCTE402	0.35049018
chr3	72833475	72834365	-	RLTR13B1	TSCTE403	0.83164984
chr3	73581200	73582024	-	RLTR13B2	TSCTE404	0.43030304
chr3	80037083	80038011	+	RLTR13B3	TSCTE405	0.22497308
chr3	82847124	82848105	+	RLTR13D5	TSCTE406	0.6334012
